action_const,resource_const,action_class,superclass,classification,auth_effective,auth,route,http_method,blocking,file,line_start,line_end,applies_to_resource_file,desc,allow_conditions,restrict_lines,input_whitelist,input_blacklist,output_whitelist,output_blacklist,runtime_checks,authorize_blocks,authorize_effective,parent_resource_const
VpsAdmin::API::Resources::Outage::Entity::Delete,VpsAdmin::API::Resources::Outage::Entity,Delete,HaveAPI::Actions::Default::Delete,admin_only,True,True,,,False,plugins/outage_reports/api/resources/outage.rb,402,416,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 407, ""line_start"": 405, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 407, ""line_start"": 405, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::Outage::Entity::Index,VpsAdmin::API::Resources::Outage::Entity,Index,HaveAPI::Actions::Default::Index,public,False,False,,,False,plugins/outage_reports/api/resources/outage.rb,325,348,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 335, ""line_start"": 333, ""snippet"": ""        authorize do |_u|\n          allow\n        end""}]","{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 335, ""line_start"": 333, ""snippet"": ""        authorize do |_u|\n          allow\n        end""}",
VpsAdmin::API::Resources::Outage::Entity::Show,VpsAdmin::API::Resources::Outage::Entity,Show,HaveAPI::Actions::Default::Show,public,False,False,,,False,plugins/outage_reports/api/resources/outage.rb,350,372,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 360, ""line_start"": 358, ""snippet"": ""        authorize do |_u|\n          allow\n        end""}]","{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 360, ""line_start"": 358, ""snippet"": ""        authorize do |_u|\n          allow\n        end""}",
VpsAdmin::API::Resources::Outage::Handler::Create,VpsAdmin::API::Resources::Outage::Handler,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,False,plugins/outage_reports/api/resources/outage.rb,488,514,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 501, ""line_start"": 499, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 501, ""line_start"": 499, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::Outage::Handler::Delete,VpsAdmin::API::Resources::Outage::Handler,Delete,HaveAPI::Actions::Default::Delete,admin_only,True,True,,,False,plugins/outage_reports/api/resources/outage.rb,542,556,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 547, ""line_start"": 545, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 547, ""line_start"": 545, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::Outage::Handler::Index,VpsAdmin::API::Resources::Outage::Handler,Index,HaveAPI::Actions::Default::Index,public,False,False,,,False,plugins/outage_reports/api/resources/outage.rb,435,460,,,"[""u && u.role == :admin"", ""(allow)""]",[],[],[],[],"[""user""]",[],"[{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 447, ""line_start"": 443, ""snippet"": ""        authorize do |u|\n          allow if u && u.role == :admin\n          output blacklist: %i[user]\n          allow\n        end""}]","{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 447, ""line_start"": 443, ""snippet"": ""        authorize do |u|\n          allow if u && u.role == :admin\n          output blacklist: %i[user]\n          allow\n        end""}",
VpsAdmin::API::Resources::Outage::Handler::Show,VpsAdmin::API::Resources::Outage::Handler,Show,HaveAPI::Actions::Default::Show,public,False,False,,,False,plugins/outage_reports/api/resources/outage.rb,462,486,,,"[""u && u.role == :admin"", ""(allow)""]",[],[],[],[],"[""user""]",[],"[{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 474, ""line_start"": 470, ""snippet"": ""        authorize do |u|\n          allow if u && u.role == :admin\n          output blacklist: %i[user]\n          allow\n        end""}]","{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 474, ""line_start"": 470, ""snippet"": ""        authorize do |u|\n          allow if u && u.role == :admin\n          output blacklist: %i[user]\n          allow\n        end""}",
VpsAdmin::API::Resources::Outage::Handler::Update,VpsAdmin::API::Resources::Outage::Handler,Update,HaveAPI::Actions::Default::Update,admin_only,True,True,,,False,plugins/outage_reports/api/resources/outage.rb,516,540,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 530, ""line_start"": 528, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""plugins/outage_reports/api/resources/outage.rb"", ""kind"": ""inclass"", ""line_end"": 530, ""line_start"": 528, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::OutageUpdate::Create,VpsAdmin::API::Resources::OutageUpdate,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,True,plugins/outage_reports/api/resources/outage_update.rb,110,161,,,"[""u && u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""plugins/outage_reports/api/resources/outage_update.rb"", ""kind"": ""inclass"", ""line_end"": 128, ""line_start"": 126, ""snippet"": ""      authorize do |u|\n        allow if u && u.role == :admin\n      end""}]","{""file"": ""plugins/outage_reports/api/resources/outage_update.rb"", ""kind"": ""inclass"", ""line_end"": 128, ""line_start"": 126, ""snippet"": ""      authorize do |u|\n        allow if u && u.role == :admin\n      end""}",
VpsAdmin::API::Resources::OutageUpdate::Index,VpsAdmin::API::Resources::OutageUpdate,Index,HaveAPI::Actions::Default::Index,public,False,False,,,False,plugins/outage_reports/api/resources/outage_update.rb,41,79,,,"[""u && u.role == :admin"", ""(allow)""]",[],[],[],[],"[""user""]",[],"[{""file"": ""plugins/outage_reports/api/resources/outage_update.rb"", ""kind"": ""inclass"", ""line_end"": 57, ""line_start"": 53, ""snippet"": ""      authorize do |u|\n        allow if u && u.role == :admin\n        output blacklist: %i[user]\n        allow\n      end""}]","{""file"": ""plugins/outage_reports/api/resources/outage_update.rb"", ""kind"": ""inclass"", ""line_end"": 57, ""line_start"": 53, ""snippet"": ""      authorize do |u|\n        allow if u && u.role == :admin\n        output blacklist: %i[user]\n        allow\n      end""}",
VpsAdmin::API::Resources::OutageUpdate::Show,VpsAdmin::API::Resources::OutageUpdate,Show,HaveAPI::Actions::Default::Show,public,False,False,,,False,plugins/outage_reports/api/resources/outage_update.rb,81,108,,,"[""u && u.role == :admin"", ""(allow)""]",[],[],[],[],"[""user""]",[],"[{""file"": ""plugins/outage_reports/api/resources/outage_update.rb"", ""kind"": ""inclass"", ""line_end"": 93, ""line_start"": 89, ""snippet"": ""      authorize do |u|\n        allow if u && u.role == :admin\n        output blacklist: %i[user]\n        allow\n      end""}]","{""file"": ""plugins/outage_reports/api/resources/outage_update.rb"", ""kind"": ""inclass"", ""line_end"": 93, ""line_start"": 89, ""snippet"": ""      authorize do |u|\n        allow if u && u.role == :admin\n        output blacklist: %i[user]\n        allow\n      end""}",
VpsAdmin::API::Resources::PaymentStats::EstimateIncome,VpsAdmin::API::Resources::PaymentStats,EstimateIncome,HaveAPI::Action,admin_only,True,True,,,False,plugins/payments/api/resources/payment_stats.rb,6,56,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""plugins/payments/api/resources/payment_stats.rb"", ""kind"": ""inclass"", ""line_end"": 23, ""line_start"": 21, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""plugins/payments/api/resources/payment_stats.rb"", ""kind"": ""inclass"", ""line_end"": 23, ""line_start"": 21, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::Pool::Create,VpsAdmin::API::Resources::Pool,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,True,api/lib/vpsadmin/api/resources/pool.rb,96,127,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/pool.rb"", ""kind"": ""inclass"", ""line_end"": 111, ""line_start"": 109, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/pool.rb"", ""kind"": ""inclass"", ""line_end"": 111, ""line_start"": 109, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::Pool::Index,VpsAdmin::API::Resources::Pool,Index,HaveAPI::Actions::Default::Index,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/pool.rb,35,72,,,"[""u.role == :admin"", ""(allow)""]",[],"[""node"", ""role""]",[],"[""id"", ""node"", ""name"", ""role"", ""state"", ""scan"", ""scan_percent"", ""checked_at""]",[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/pool.rb"", ""kind"": ""inclass"", ""line_end"": 52, ""line_start"": 47, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        input whitelist: %i[node role]\n        output whitelist: %i[id node name role state scan scan_percent checked_at]\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/pool.rb"", ""kind"": ""inclass"", ""line_end"": 52, ""line_start"": 47, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        input whitelist: %i[node role]\n        output whitelist: %i[id node name role state scan scan_percent checked_at]\n        allow\n      end""}",
VpsAdmin::API::Resources::Pool::Show,VpsAdmin::API::Resources::Pool,Show,HaveAPI::Actions::Default::Show,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/pool.rb,74,94,,,"[""u.role == :admin"", ""(allow)""]",[],[],[],"[""id"", ""node"", ""name"", ""role"", ""state"", ""scan"", ""scan_percent"", ""checked_at""]",[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/pool.rb"", ""kind"": ""inclass"", ""line_end"": 85, ""line_start"": 81, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        output whitelist: %i[id node name role state scan scan_percent checked_at]\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/pool.rb"", ""kind"": ""inclass"", ""line_end"": 85, ""line_start"": 81, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        output whitelist: %i[id node name role state scan scan_percent checked_at]\n        allow\n      end""}",
VpsAdmin::API::Resources::SnapshotDownload::Create,VpsAdmin::API::Resources::SnapshotDownload,Create,HaveAPI::Actions::Default::Create,owner_or_admin,True,True,,,True,api/lib/vpsadmin/api/resources/snapshot_download.rb,90,151,,,"[""u.role == :admin"", ""(allow)""]","[""datasets: { user_id: u.id }""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/snapshot_download.rb"", ""kind"": ""inclass"", ""line_end"": 107, ""line_start"": 103, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict datasets: { user_id: u.id }\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/snapshot_download.rb"", ""kind"": ""inclass"", ""line_end"": 107, ""line_start"": 103, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict datasets: { user_id: u.id }\n        allow\n      end""}",
VpsAdmin::API::Resources::SnapshotDownload::Delete,VpsAdmin::API::Resources::SnapshotDownload,Delete,HaveAPI::Actions::Default::Delete,authenticated,True,True,,,True,api/lib/vpsadmin/api/resources/snapshot_download.rb,153,172,,,"[""u.role == :admin"", ""(allow)""]","[""user: u""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/snapshot_download.rb"", ""kind"": ""inclass"", ""line_end"": 161, ""line_start"": 157, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user: u\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/snapshot_download.rb"", ""kind"": ""inclass"", ""line_end"": 161, ""line_start"": 157, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user: u\n        allow\n      end""}",
VpsAdmin::API::Resources::SnapshotDownload::Index,VpsAdmin::API::Resources::SnapshotDownload,Index,HaveAPI::Actions::Default::Index,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/snapshot_download.rb,34,68,,,"[""u.role == :admin"", ""(allow)""]","[""user: u""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/snapshot_download.rb"", ""kind"": ""inclass"", ""line_end"": 47, ""line_start"": 43, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user: u\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/snapshot_download.rb"", ""kind"": ""inclass"", ""line_end"": 47, ""line_start"": 43, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user: u\n        allow\n      end""}",
VpsAdmin::API::Resources::SnapshotDownload::Show,VpsAdmin::API::Resources::SnapshotDownload,Show,HaveAPI::Actions::Default::Show,authenticated,True,True,,,False,api/lib/vpsadmin/api/resources/snapshot_download.rb,70,88,,,"[""u.role == :admin"", ""(allow)""]","[""user: u""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/snapshot_download.rb"", ""kind"": ""inclass"", ""line_end"": 79, ""line_start"": 75, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user: u\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/snapshot_download.rb"", ""kind"": ""inclass"", ""line_end"": 79, ""line_start"": 75, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n        restrict user: u\n        allow\n      end""}",
VpsAdmin::API::Resources::SystemConfig::Index,VpsAdmin::API::Resources::SystemConfig,Index,HaveAPI::Actions::Default::Index,public,False,False,,,False,api/lib/vpsadmin/api/resources/system_config.rb,16,45,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/system_config.rb"", ""kind"": ""inclass"", ""line_end"": 30, ""line_start"": 28, ""snippet"": ""      authorize do |_u|\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/system_config.rb"", ""kind"": ""inclass"", ""line_end"": 30, ""line_start"": 28, ""snippet"": ""      authorize do |_u|\n        allow\n      end""}",
VpsAdmin::API::Resources::SystemConfig::Show,VpsAdmin::API::Resources::SystemConfig,Show,HaveAPI::Action,public,False,False,{category}/{name},,False,api/lib/vpsadmin/api/resources/system_config.rb,47,79,,,"[""(allow)""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/system_config.rb"", ""kind"": ""inclass"", ""line_end"": 58, ""line_start"": 56, ""snippet"": ""      authorize do |_u|\n        allow\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/system_config.rb"", ""kind"": ""inclass"", ""line_end"": 58, ""line_start"": 56, ""snippet"": ""      authorize do |_u|\n        allow\n      end""}",
VpsAdmin::API::Resources::SystemConfig::Update,VpsAdmin::API::Resources::SystemConfig,Update,HaveAPI::Action,admin_only,True,True,{category}/{name},put,False,api/lib/vpsadmin/api/resources/system_config.rb,81,107,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/system_config.rb"", ""kind"": ""inclass"", ""line_end"": 96, ""line_start"": 94, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/system_config.rb"", ""kind"": ""inclass"", ""line_end"": 96, ""line_start"": 94, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
